customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,code,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,Hash,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
,Male,0,No,No,1,Yes,No,2676,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,ISHSF,No,Mailed check,20.3,20.3,No
,Female,0,No,No,21,No,No phone service,9236,DSL,Yes,No,No,Yes,No,No,Two year,NDUCW,No,Mailed check,35.1,770.4,No
4753-PADAS,Female,0,Yes,No,67,Yes,Yes,4753,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,PADAS,Yes,Bank transfer (automatic),105.7,6816.95,No
6103-QCKFX,Female,0,Yes,Yes,44,Yes,No,6103,DSL,Yes,No,No,Yes,No,No,Month-to-month,QCKFX,No,Bank transfer (automatic),56.25,2419.55,No
7781-EWARA,Male,0,Yes,Yes,70,No,No phone service,7781,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,EWARA,No,Electronic check,60.35,4138.7,No
,Male,0,No,No,3,Yes,No,6110,Fiber optic,No,No,No,No,Yes,No,Month-to-month,OHIHY,No,Electronic check,79.25,267.6,Yes
7018-FPXHH,Male,0,Yes,Yes,56,Yes,No,7018,DSL,Yes,Yes,Yes,No,No,No,Two year,FPXHH,Yes,Bank transfer (automatic),59.8,3457.45,No
,Female,0,No,No,13,Yes,Yes,5889,Fiber optic,No,No,No,No,No,Yes,Month-to-month,LFOLL,Yes,Electronic check,84.6,1115.2,Yes
5708-EVONK,Female,0,Yes,Yes,58,Yes,Yes,5708,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,EVONK,Yes,Bank transfer (automatic),93.4,5435.6,Yes
,Female,0,Yes,Yes,42,Yes,Yes,8708,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,XPXHZ,Yes,Electronic check,94.2,4186.3,Yes
,Male,1,Yes,No,1,No,No phone service,616,DSL,No,No,No,No,No,No,Month-to-month,ATFGB,No,Electronic check,25.05,25.05,Yes
,Female,0,Yes,Yes,46,Yes,Yes,572,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,ZJKLT,No,Mailed check,99.65,4630.2,No
5135-RDDQL,Female,0,Yes,Yes,63,Yes,No,5135,DSL,Yes,No,No,No,No,No,Two year,RDDQL,Yes,Bank transfer (automatic),50.65,3221.25,No
,Male,0,No,No,11,Yes,No,1353,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,LJWEM,Yes,Electronic check,60.9,688.5,No
1794-SWWKL,Male,0,Yes,Yes,15,Yes,Yes,1794,DSL,No,No,Yes,Yes,No,No,Month-to-month,SWWKL,Yes,Bank transfer (automatic),59.65,867.1,No
6166-YIPFO,Male,0,Yes,No,72,No,No phone service,6166,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,YIPFO,Yes,Electronic check,64.7,4746.05,No
,Female,0,No,No,29,No,No phone service,7016,DSL,No,No,No,No,No,No,Month-to-month,BPGEU,Yes,Credit card (automatic),25.1,712.85,Yes
,Male,0,No,Yes,1,Yes,No,6876,DSL,No,No,Yes,No,No,No,Month-to-month,ADESB,No,Electronic check,48.95,48.95,Yes
9332-GYWLO,Female,0,Yes,Yes,6,Yes,No,9332,DSL,No,No,No,No,Yes,No,Month-to-month,GYWLO,No,Electronic check,54.85,355.1,No
1963-SVUCV,Male,0,No,No,1,Yes,No,1963,DSL,No,No,No,No,No,No,Month-to-month,SVUCV,No,Electronic check,45.3,45.3,Yes
4184-VODJZ,Male,0,Yes,Yes,63,Yes,Yes,4184,Fiber optic,No,Yes,No,No,No,Yes,One year,VODJZ,Yes,Electronic check,91.35,5764.7,No
,Male,0,No,No,2,Yes,No,220,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,EBGCE,Yes,Electronic check,85.85,167.3,Yes
,Female,0,Yes,Yes,18,Yes,Yes,1092,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,WPIVQ,No,Mailed check,25.1,428.45,No
7233-IOQNP,Female,0,Yes,No,43,No,No phone service,7233,DSL,Yes,No,No,Yes,No,No,Month-to-month,IOQNP,No,Bank transfer (automatic),34,1505.35,No
,Female,0,No,No,15,No,No phone service,2834,DSL,Yes,Yes,Yes,Yes,No,No,One year,JKOOW,No,Mailed check,45.9,693.45,No
,Male,0,No,Yes,10,Yes,Yes,2754,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,VDLTR,No,Electronic check,95.2,930.4,Yes
2400-FEQME,Male,0,Yes,Yes,55,Yes,No,2400,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,FEQME,No,Mailed check,20.5,1177.95,No
3190-XFANI,Male,0,No,Yes,49,Yes,Yes,3190,Fiber optic,No,No,No,Yes,Yes,Yes,One year,XFANI,Yes,Bank transfer (automatic),100.6,5069.65,Yes
,Male,0,Yes,Yes,6,Yes,No,7551,DSL,No,Yes,Yes,No,No,No,Month-to-month,DACSP,Yes,Mailed check,55.3,324.25,Yes
4957-SREEC,Male,0,Yes,Yes,70,Yes,No,4957,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,SREEC,No,Credit card (automatic),20.35,1458.1,No
7235-NXZCP,Male,1,No,No,2,Yes,Yes,7235,Fiber optic,No,No,No,No,No,No,Month-to-month,NXZCP,Yes,Mailed check,74.85,156.4,Yes
0230-UBYPQ,Male,1,Yes,No,63,No,No phone service,230,DSL,Yes,No,No,Yes,No,No,One year,UBYPQ,No,Bank transfer (automatic),36.1,2298.9,No
,Female,0,No,No,25,Yes,No,4923,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,ADWXJ,Yes,Bank transfer (automatic),65.8,1679.65,No
1763-KUAAW,Female,1,No,No,18,Yes,No,1763,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,KUAAW,No,Bank transfer (automatic),20.35,369.6,No
,Male,1,Yes,No,28,Yes,Yes,1104,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,TNLZA,Yes,Electronic check,105.8,2998,No
5195-KPUNQ,Female,1,No,No,53,Yes,No,5195,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,KPUNQ,Yes,Mailed check,96.75,5206.55,No
0520-FDVVT,Male,0,No,No,35,Yes,No,520,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,FDVVT,Yes,Bank transfer (automatic),102.35,3626.1,Yes
3439-GVUSX,Male,0,No,No,1,No,No phone service,3439,DSL,No,No,No,No,No,No,Month-to-month,GVUSX,No,Mailed check,24.4,24.4,No
1444-VVSGW,Male,0,Yes,No,70,Yes,Yes,1444,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,VVSGW,No,Credit card (automatic),115.65,7968.85,Yes
,Male,0,No,No,2,Yes,No,5712,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,PTIWW,Yes,Electronic check,79.85,152.45,Yes
5949-HGVJL,Female,0,Yes,No,26,Yes,No,5949,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,HGVJL,Yes,Electronic check,73.05,1959.5,No
5203-XEHAX,Female,0,No,No,34,Yes,No,5203,DSL,Yes,Yes,No,No,No,Yes,One year,XEHAX,No,Electronic check,64.35,2053.05,No
,Female,0,No,Yes,19,Yes,No,1635,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,HDGFT,No,Mailed check,20.5,398.55,No
3315-TOTBP,Male,0,No,No,15,Yes,Yes,3315,Fiber optic,No,No,No,No,No,No,Month-to-month,TOTBP,Yes,Mailed check,76,1130.85,Yes
8050-XGRVL,Female,0,Yes,Yes,62,Yes,No,8050,DSL,Yes,No,Yes,No,No,No,One year,XGRVL,No,Credit card (automatic),54.75,3425.35,No
,Female,1,No,No,42,Yes,Yes,6661,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,HBGWL,Yes,Bank transfer (automatic),104.75,4323.45,Yes
,Female,0,No,No,9,Yes,No,1518,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,VOWAV,Yes,Electronic check,74.65,703.55,Yes
9828-QHFBK,Male,0,No,No,24,Yes,No,9828,DSL,Yes,No,No,No,No,No,Month-to-month,QHFBK,Yes,Electronic check,51.15,1275.7,No
3908-MKIMJ,Male,1,Yes,No,68,No,No phone service,3908,DSL,Yes,Yes,Yes,No,No,No,Two year,MKIMJ,Yes,Electronic check,41.95,2965.75,No
,Male,0,Yes,Yes,31,Yes,No,5012,DSL,No,No,Yes,Yes,No,No,Month-to-month,YSPJJ,No,Mailed check,54.35,1647,No
,Female,0,No,No,1,Yes,No,5909,DSL,No,No,No,No,No,Yes,Month-to-month,ECHUI,Yes,Electronic check,56.25,56.25,Yes
1309-BXVOQ,Male,0,Yes,No,21,Yes,Yes,1309,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,BXVOQ,Yes,Electronic check,106.1,2249.95,Yes
6728-VOIFY,Female,0,Yes,No,63,Yes,No,6728,Fiber optic,No,Yes,No,No,Yes,Yes,One year,VOIFY,Yes,Electronic check,96,6109.75,No
,Female,1,No,No,2,Yes,No,9317,Fiber optic,No,No,No,No,No,Yes,Month-to-month,WZPGV,Yes,Bank transfer (automatic),79.75,159.4,Yes
4891-NLUBA,Female,0,Yes,Yes,61,No,No phone service,4891,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,NLUBA,Yes,Bank transfer (automatic),61.45,3751.15,No
,Female,0,No,No,1,Yes,No,2856,Fiber optic,No,No,No,No,No,No,Month-to-month,HYAPG,No,Electronic check,68.65,68.65,Yes
,Male,0,No,No,18,Yes,No,8969,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,PRHFK,No,Mailed check,19.65,411.25,No
0661-KQHNK,Female,0,Yes,Yes,6,Yes,No,661,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,KQHNK,No,Credit card (automatic),19,105.5,No
8709-KRDVL,Female,0,No,No,33,Yes,Yes,8709,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,KRDVL,Yes,Electronic check,100,3320.6,No
,Male,0,No,No,16,Yes,No,4488,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,PSYCG,No,Bank transfer (automatic),20.25,327.45,Yes
1427-VERSM,Female,0,Yes,No,56,Yes,No,1427,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,VERSM,Yes,Electronic check,98.7,5669.5,No
,Male,0,No,Yes,23,Yes,No,9801,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,NOSHQ,No,Mailed check,19.8,465.45,No
6339-YPSAH,Male,0,No,No,9,Yes,No,6339,Fiber optic,No,No,Yes,No,No,No,Month-to-month,YPSAH,Yes,Electronic check,73.8,704.3,No
3621-CEOVK,Female,1,Yes,No,14,Yes,Yes,3621,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,CEOVK,Yes,Electronic check,100.2,1369.8,Yes
,Male,0,Yes,Yes,15,Yes,Yes,6906,Fiber optic,No,No,No,No,No,No,Month-to-month,ANDWJ,Yes,Bank transfer (automatic),74.9,1107.25,Yes
,Male,0,No,No,5,Yes,No,2159,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,TURXX,No,Credit card (automatic),20.05,95.55,No
,Male,0,Yes,No,61,Yes,Yes,1548,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,FEHVL,Yes,Electronic check,106.2,6375.2,No
3795-CAWEX,Male,0,Yes,Yes,70,Yes,Yes,3795,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,CAWEX,Yes,Credit card (automatic),116.55,8152.3,No
,Male,0,No,No,15,Yes,Yes,6215,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,NQCPY,Yes,Electronic check,99.7,1566.75,No
,Male,0,Yes,Yes,8,Yes,No,5647,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,URDKA,No,Mailed check,19.7,130.25,No
2229-DPMBI,Female,0,Yes,Yes,8,Yes,No,2229,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,DPMBI,No,Mailed check,19.5,162.15,No
9626-WEQRM,Female,0,No,No,4,No,No phone service,9626,DSL,Yes,No,No,No,No,No,Month-to-month,WEQRM,Yes,Mailed check,29.15,110.05,No
2188-SXWVT,Female,0,No,No,34,Yes,No,2188,DSL,Yes,Yes,No,No,No,No,One year,SXWVT,No,Mailed check,55,1885.15,No
,Male,0,Yes,No,68,Yes,Yes,6258,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,PVZWJ,Yes,Credit card (automatic),90.8,6302.85,No
1094-BKOSX,Female,0,Yes,Yes,45,No,No phone service,1094,DSL,No,Yes,Yes,Yes,No,Yes,One year,BKOSX,No,Bank transfer (automatic),51,2264.5,No
,Female,1,No,No,9,Yes,Yes,6969,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,MVBAI,Yes,Electronic check,90.1,816.8,No
2978-XXSOG,Female,0,No,No,22,Yes,Yes,2978,DSL,Yes,No,No,Yes,No,No,Month-to-month,XXSOG,Yes,Mailed check,59.05,1253.5,No
,Female,0,No,No,2,Yes,No,2342,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,CKIAO,No,Mailed check,20.3,41.2,No
,Male,0,Yes,No,70,Yes,Yes,6953,DSL,No,Yes,Yes,Yes,Yes,No,Two year,PBDIN,No,Bank transfer (automatic),72.95,5265.55,No
3898-BSJYF,Female,0,No,Yes,10,Yes,Yes,3898,DSL,Yes,No,Yes,Yes,No,Yes,One year,BSJYF,No,Credit card (automatic),73.55,693.3,No
3938-YFPXD,Male,0,No,No,72,Yes,Yes,3938,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,YFPXD,No,Credit card (automatic),84.3,5997.1,No
,Female,0,Yes,Yes,49,Yes,No,7696,DSL,No,Yes,Yes,No,Yes,Yes,One year,AMHOD,No,Credit card (automatic),78,3824.2,No
,Female,1,No,No,54,Yes,Yes,2453,DSL,No,Yes,No,Yes,Yes,No,One year,SAFNS,No,Mailed check,72.1,3886.05,No
,Female,0,No,No,71,Yes,Yes,9558,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,IHEZX,Yes,Credit card (automatic),106.75,7283.25,No
9617-UDPEU,Female,0,No,No,22,Yes,No,9617,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,UDPEU,Yes,Mailed check,19.25,412.55,No
,Female,0,Yes,Yes,50,Yes,No,6340,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,DACFT,No,Credit card (automatic),20.55,1070.25,No
4955-VCWBI,Female,0,Yes,Yes,43,Yes,No,4955,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,VCWBI,No,Mailed check,20,817.95,No
6813-GZQCG,Female,0,Yes,Yes,45,Yes,Yes,6813,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,GZQCG,Yes,Credit card (automatic),24.65,1171.3,No
7426-GSWPO,Male,1,No,No,64,Yes,Yes,7426,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,GSWPO,Yes,Bank transfer (automatic),103.5,6548.65,No
,Female,0,Yes,Yes,23,Yes,Yes,3389,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,KTRXV,No,Mailed check,23.85,625.65,No
,Female,0,Yes,No,68,Yes,Yes,3118,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,UHVVQ,No,Credit card (automatic),25.8,1911.5,No
,Female,0,No,No,1,Yes,No,1031,Fiber optic,No,No,No,No,No,No,Month-to-month,IIDEO,Yes,Electronic check,70.85,70.85,Yes
,Male,0,No,No,2,Yes,No,5832,Fiber optic,No,No,No,No,No,No,Month-to-month,XKAES,Yes,Credit card (automatic),69.8,134.7,Yes
,Male,0,No,No,26,Yes,No,3205,DSL,No,No,No,Yes,Yes,No,One year,MXZRA,No,Credit card (automatic),59.45,1507,No
4701-AHWMW,Male,0,Yes,No,55,No,No phone service,4701,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,AHWMW,Yes,Bank transfer (automatic),54.55,2978.3,Yes
,Male,0,No,No,14,Yes,No,8317,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,BVKSO,Yes,Electronic check,20.05,299.3,No
5702-KVQRD,Male,0,Yes,No,71,Yes,No,5702,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,KVQRD,Yes,Electronic check,82.55,5832.65,No
,Male,0,No,No,64,Yes,Yes,83,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,PIVIK,No,Electronic check,81.25,5567.55,No
,Female,0,No,No,7,Yes,No,9210,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,IAHGH,Yes,Credit card (automatic),70.75,450.8,Yes
6169-PGNCD,Female,0,No,No,57,Yes,No,6169,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,PGNCD,Yes,Credit card (automatic),74.3,4166.35,No
0023-XUOPT,Female,0,Yes,No,13,Yes,Yes,23,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,XUOPT,No,Electronic check,94.1,1215.6,Yes
,Female,0,Yes,Yes,3,No,No phone service,4592,DSL,Yes,No,No,No,No,No,Month-to-month,IWTJI,No,Credit card (automatic),29.7,91.7,Yes
4909-JOUPP,Male,1,Yes,No,72,Yes,Yes,4909,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,JOUPP,No,Credit card (automatic),109.7,7898.45,No
4657-FWVFY,Female,0,Yes,Yes,40,Yes,Yes,4657,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,FWVFY,Yes,Credit card (automatic),96.35,3915.4,No
,Male,0,Yes,No,14,Yes,Yes,2257,DSL,No,No,No,Yes,Yes,No,Month-to-month,BOVXD,Yes,Credit card (automatic),66.6,979.5,No
,Male,0,Yes,Yes,2,Yes,No,7729,DSL,No,No,No,No,No,No,Month-to-month,JTEEC,Yes,Electronic check,44.5,90.05,No
,Male,1,No,No,66,Yes,Yes,7632,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,MNYOY,No,Credit card (automatic),110.9,7432.05,Yes
6518-LGAOV,Female,0,Yes,No,38,Yes,Yes,6518,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,LGAOV,Yes,Electronic check,105,4026.4,Yes
,Male,0,No,Yes,1,No,No phone service,7242,DSL,No,No,No,No,No,No,Month-to-month,QZLXF,Yes,Electronic check,25.3,25.3,Yes
,Male,0,No,No,22,Yes,No,4576,DSL,No,Yes,No,Yes,No,No,One year,CSAJH,Yes,Credit card (automatic),55.15,1193.05,Yes
1000-AJSLD,Male,0,No,No,1,Yes,No,1000,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,AJSLD,Yes,Mailed check,20.1,20.1,Yes
,Male,0,No,No,5,Yes,No,9696,Fiber optic,No,No,No,No,Yes,No,Month-to-month,RMYBA,Yes,Mailed check,80.1,398.55,No
,Male,0,Yes,Yes,29,Yes,Yes,8690,DSL,Yes,No,No,Yes,Yes,No,One year,UPCZI,No,Bank transfer (automatic),69.05,1958.45,No
1062-LHZOD,Male,0,Yes,Yes,1,Yes,No,1062,Fiber optic,No,No,No,No,No,No,Month-to-month,LHZOD,Yes,Mailed check,69.9,69.9,Yes
9770-LXDBK,Female,0,No,No,3,Yes,No,9770,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,LXDBK,No,Mailed check,20.4,63.15,No
4086-WITJG,Male,0,Yes,Yes,71,Yes,No,4086,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,WITJG,No,Credit card (automatic),19.7,1301.1,No
8344-WFMFH,Male,0,No,Yes,9,Yes,No,8344,DSL,No,Yes,No,No,No,No,Month-to-month,WFMFH,Yes,Electronic check,50.1,484.05,No
,Male,0,No,No,43,Yes,Yes,9600,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,NAXZN,Yes,Electronic check,101.4,4528,Yes
8822-KNBHV,Female,0,No,No,48,Yes,Yes,8822,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,KNBHV,Yes,Credit card (automatic),83.45,3887.85,No
,Male,0,No,No,26,Yes,Yes,8404,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,FYDIB,Yes,Credit card (automatic),86.65,2208.75,No
2791-SFVEW,Female,0,No,No,9,Yes,No,2791,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,SFVEW,No,Bank transfer (automatic),20.15,238.15,No
,Male,0,No,No,1,Yes,No,6457,Fiber optic,No,No,No,No,No,Yes,Month-to-month,USBER,Yes,Electronic check,80.8,80.8,Yes
6762-NSODU,Female,0,Yes,Yes,46,Yes,No,6762,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,NSODU,No,Credit card (automatic),19.4,958.15,No
,Male,0,No,No,2,Yes,Yes,4662,DSL,No,No,No,No,No,Yes,Month-to-month,EKDPQ,No,Bank transfer (automatic),62.05,118.3,Yes
9248-OJYKK,Male,1,No,No,1,Yes,Yes,9248,Fiber optic,No,No,No,No,No,No,Month-to-month,OJYKK,Yes,Electronic check,76.45,76.45,Yes
9888-ZCUMM,Male,0,Yes,Yes,64,No,No phone service,9888,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,ZCUMM,Yes,Bank transfer (automatic),60.05,3845.45,No
3398-FSHON,Female,1,No,No,12,Yes,Yes,3398,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,FSHON,Yes,Electronic check,91.3,1094.5,Yes
,Male,1,Yes,No,6,Yes,No,3319,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,DWOEP,Yes,Electronic check,95.75,573.75,Yes
,Female,0,Yes,No,59,Yes,No,1074,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,WVEVG,No,Mailed check,20.35,1267,No
9979-RGMZT,Female,0,No,No,7,Yes,No,9979,Fiber optic,No,Yes,No,No,Yes,Yes,One year,RGMZT,Yes,Mailed check,94.05,633.45,No
6437-UDQJM,Female,1,Yes,No,72,Yes,Yes,6437,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,UDQJM,Yes,Credit card (automatic),84.1,6129.65,No
,Male,1,No,No,16,Yes,No,1226,Fiber optic,No,No,No,No,No,Yes,Month-to-month,IENZN,Yes,Electronic check,78.75,1218.25,No
2108-GLPQB,Male,0,Yes,No,25,Yes,Yes,2108,DSL,No,No,Yes,No,No,No,Month-to-month,GLPQB,No,Credit card (automatic),55.55,1405.3,No
,Female,0,Yes,No,34,Yes,Yes,9259,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,PACGQ,No,Electronic check,62.65,2274.9,Yes
4415-IJZTP,Female,0,No,No,1,Yes,Yes,4415,Fiber optic,No,No,No,No,No,No,Month-to-month,IJZTP,Yes,Electronic check,74.5,74.5,Yes
1465-VINDH,Female,0,Yes,Yes,10,Yes,Yes,1465,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,VINDH,Yes,Credit card (automatic),102.1,1068.85,Yes
,Male,0,Yes,No,24,Yes,No,5474,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,LAMUQ,No,Mailed check,20.1,533.9,No
3468-DRVQJ,Female,0,Yes,Yes,10,Yes,Yes,3468,DSL,Yes,Yes,No,No,Yes,No,One year,DRVQJ,No,Electronic check,70.3,676.15,No
,Male,0,Yes,No,69,Yes,No,1122,DSL,Yes,Yes,No,No,No,No,One year,YJBCS,Yes,Credit card (automatic),53.65,3804.4,No
,Male,0,No,No,57,Yes,No,4990,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,ALDGW,No,Mailed check,20.75,1118.8,No
4816-OKWNX,Male,0,Yes,Yes,50,Yes,No,4816,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,OKWNX,Yes,Bank transfer (automatic),103.4,5236.4,No
3315-IKYZQ,Male,0,Yes,Yes,28,No,No phone service,3315,DSL,Yes,No,Yes,Yes,Yes,No,One year,IKYZQ,No,Mailed check,50.8,1386.8,No
,Female,0,No,No,16,Yes,No,2810,DSL,Yes,No,No,No,No,No,Month-to-month,FTLEM,Yes,Electronic check,50.15,762.25,Yes
4747-LCAQL,Male,0,No,No,25,Yes,No,4747,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,LCAQL,Yes,Mailed check,79,1902,No
3411-WLRSQ,Female,1,Yes,No,3,Yes,No,3411,Fiber optic,No,Yes,No,No,No,No,Month-to-month,WLRSQ,Yes,Bank transfer (automatic),74.6,239.05,No
,Male,0,Yes,No,61,Yes,Yes,898,Fiber optic,No,No,No,No,Yes,Yes,One year,XCGTF,Yes,Bank transfer (automatic),96.5,5673.7,No
,Female,0,No,No,2,Yes,No,8006,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,PYCSW,No,Mailed check,20.1,39.8,No
8249-THVEC,Male,0,Yes,Yes,51,Yes,No,8249,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,THVEC,No,Mailed check,19.4,997.75,No
,Female,0,Yes,Yes,71,Yes,No,8722,DSL,Yes,No,Yes,No,Yes,Yes,Two year,PRFDV,No,Credit card (automatic),77.55,5574.35,No
,Female,0,Yes,Yes,20,Yes,No,2164,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,SOQXL,No,Mailed check,20.05,406.05,No
4020-KIUDI,Male,0,Yes,Yes,6,Yes,No,4020,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,KIUDI,No,Credit card (automatic),19.85,138.85,No
5850-BDWCY,Female,0,No,No,6,Yes,No,5850,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,BDWCY,No,Mailed check,20.2,123.65,No
,Female,0,No,No,29,Yes,Yes,2038,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,YSEZE,No,Mailed check,67.45,1801.1,No
0827-ITJPH,Male,0,No,No,36,Yes,No,827,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,ITJPH,Yes,Credit card (automatic),18.55,689,No
8799-OXZMD,Female,0,No,No,28,No,No phone service,8799,DSL,No,No,Yes,No,No,No,Month-to-month,OXZMD,Yes,Mailed check,29.75,790.7,No
,Female,0,Yes,No,7,Yes,Yes,1925,Fiber optic,No,No,No,No,Yes,No,Month-to-month,TIBLE,Yes,Electronic check,86.5,582.5,Yes
1705-GUHPV,Female,0,No,No,63,Yes,Yes,1705,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,GUHPV,No,Mailed check,24.2,1618.2,No
4779-ZGICK,Male,0,Yes,Yes,48,Yes,Yes,4779,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,ZGICK,No,Mailed check,23.55,1173.35,No
,Female,0,Yes,No,49,Yes,No,48,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,PIHNL,No,Bank transfer (automatic),20.45,900.9,No
0818-OCPZO,Male,1,No,No,27,Yes,Yes,818,Fiber optic,No,Yes,No,No,No,No,Month-to-month,OCPZO,Yes,Electronic check,81.45,2122.05,Yes
,Male,0,Yes,No,72,Yes,Yes,3967,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,KXAPS,No,Credit card (automatic),92.3,6719.9,No
,Male,0,Yes,No,1,Yes,No,1447,Fiber optic,No,No,No,No,No,No,Month-to-month,GIQMR,Yes,Electronic check,69.15,69.15,Yes
